SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
HOU,Beasley,DaMarcus,DaMarcus Beasley,D,750000.00,813333.00,"September 15, 2015",2015,September,September 2015,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F ,434500.00,459500.00,"August 12, 2010",2010,August,August 2010,,
SKC,Jeferson ,,Jeferson ,F ,429996.00,484996.00,"January 9, 2011",2011,January,January 2011,,
RSL,Morales ,Javier ,Juninho,M ,425000.00,477500.00,"January 10, 2012",2012,January,January 2012,,
RSL,Morales ,Javier ,Juninho,M ,425000.00,477500.00,"August 1, 2012",2012,August,August 2012,,
RSL,Morales ,Javier ,Juninho,M ,425000.00,477500.00,"May 15, 2012",2012,May,May 2012,,
DC,DeRosario ,Dwayne ,Juninho,M ,425000.00,493750.00,"January 9, 2011",2011,January,January 2011,,
NE,Joseph ,Shalrie ,Juninho,M ,425000.00,450000.00,"September 15, 2009",2009,September,September 2009,,
DC,Boskovic ,Branko ,Juninho,M ,409167.00,545367.00,"May 15, 2012",2012,May,May 2012,,
VAN,Jarju ,Mustapha ,Juninho,M ,400008.00,426883.00,"January 9, 2011",2011,January,January 2011,,
RSL,Beckerman,Kyle,Kyle Beckerman,M,625000.00,700000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Bedell,Adam,Adam Bedell,F,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Bedinelli,Thomas,Thomas Bedinelli,M,108000.00,133125.00,"September 15, 2015",2015,September,September 2015,,
VAN,Beitashour,Steven,Steven Beitashour,D,190000.00,197167.00,"September 15, 2015",2015,September,September 2015,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F,60000.00,60000.00,"April 1, 2014",2014,April,April 2014,,
MTL,Bekker,Kyle,Kyle Bekker,M,61765.00,88015.00,"September 15, 2015",2015,September,September 2015,,
RSL,Beltran,Anthony,Anthony Beltran,D,195000.00,205950.00,"September 15, 2015",2015,September,September 2015,,
TFC,Bendik,Joe,Joe Bendik,GK,150000.00,157375.00,"September 15, 2015",2015,September,September 2015,,
SJE,Bernardez,Victor,Victor Bernardez,D,200000.00,241600.00,"September 15, 2015",2015,September,September 2015,,
CHV,Reo-Coker,Nigel,Pecka,D-M,400000.00,446500.00,"September 15, 2014",2014,September,September 2014,,
SEA,Alonso,Osvaldo,Juninho ,M,400000.00,400000.00,"September 15, 2014",2014,September,September 2014,,
VAN,Reo-Coker,Nigel,Juninho ,D-M,400000.00,446500.00,"April 1, 2014",2014,April,April 2014,,
SEA,Alonso,Osvaldo,Juninho ,M,400000.00,400000.00,"April 1, 2014",2014,April,April 2014,,
POR,Valeri,Diego,Diego Valeri,M,400000.00,400000.00,"September 15, 2013",2013,September,September 2013,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F,46500.00,46500.00,"September 15, 2013",2013,September,September 2013,,
NE,Cisse,Kalifa,Kalifa Cisse,M,400000.00,445000.00,"August 1, 2013",2013,August,August 2013,,
POR,Valeri,Diego,Diego Valeri,M,400000.00,400000.00,"August 1, 2013",2013,August,August 2013,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F,46500.00,46500.00,"August 1, 2013",2013,August,August 2013,,
NE,Cisse,Kalifa,Kalifa Cisse,M,400000.00,445000.00,"May 1, 2013",2013,May,May 2013,,
POR,Valeri,Diego,Diego Valeri,M,400000.00,400000.00,"May 1, 2013",2013,May,May 2013,,
PHI,Adu ,Freddy ,Freddy  Adu ,M ,400000.00,519000.00,"January 10, 2012",2012,January,January 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M ,400000.00,446000.00,"January 10, 2012",2012,January,January 2012,,
COL,Casey ,Conor ,Conor  Casey ,F ,400000.00,400000.00,"January 10, 2012",2012,January,January 2012,,
PHI,Adu ,Freddy ,Freddy  Adu ,M ,400000.00,519000.00,"August 1, 2012",2012,August,August 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M ,400000.00,446000.00,"August 1, 2012",2012,August,August 2012,,
COL,Casey ,Conor ,Conor  Casey ,F ,400000.00,400000.00,"August 1, 2012",2012,August,August 2012,,
PHI,Adu ,Freddy ,Freddy  Adu ,M ,400000.00,519000.00,"May 15, 2012",2012,May,May 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M ,400000.00,446000.00,"May 15, 2012",2012,May,May 2012,,
COL,Casey ,Conor ,Conor  Casey ,F ,400000.00,400000.00,"May 15, 2012",2012,May,May 2012,,
RSL,Morales ,Javier ,Javier  Morales ,M ,400000.00,452500.00,"January 9, 2011",2011,January,January 2011,,
COL,Casey ,Conor ,Conor  Casey ,F ,400000.00,400000.00,"January 9, 2011",2011,January,January 2011,,
FCD,Davino ,Dulio ,Dulio  Davino ,D ,400000.00,400000.00,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F ,395000.00,420000.00,"September 15, 2009",2009,September,September 2009,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M ,389167.00,525367.00,"January 9, 2011",2011,January,January 2011,,
MTL,Piatti,Ignacio,Ignacio Piatti,M,387500.00,387500.00,"September 15, 2014",2014,September,September 2014,,
COL,Gomez ,Christian ,Christian  Gomez ,M ,385000.00,430000.00,"July 10, 2008",2008,July,July 2008,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M ,380000.00,516200.00,"August 12, 2010",2010,August,August 2010,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F,46500.00,46500.00,"May 1, 2013",2013,May,May 2013,,
HOU,Ching ,Brian ,Brian  Ching ,F ,375000.00,412500.00,"January 9, 2011",2011,January,January 2011,,
TFC,DeRosario ,Dwayne ,Dwayne  DeRosario ,M ,375000.00,443750.00,"August 12, 2010",2010,August,August 2010,,
COL,Berner,John,John Berner,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Bernier,Patrice,Patrice Bernier,F-M,90000.00,135000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Zusi,Graham,Graham Zusi,F-M,365000.00,398250.00,"April 1, 2014",2014,April,April 2014,,
PHI,Berry,Austin,Austin Berry,D,93519.00,108519.00,"September 15, 2015",2015,September,September 2015,,
SKC,Besler,Matt,Matt Besler,D,650000.00,683250.00,"September 15, 2015",2015,September,September 2015,,
POR,Besler,Nick,Nick Besler,M,65000.00,81250.00,"September 15, 2015",2015,September,September 2015,,
RSL,Saborio,Alvaro,Alvaro Saborio,F,360000.00,453333.00,"September 15, 2014",2014,September,September 2014,,
CLB,Pogatetz,Emanuel,Emanuel Pogatetz,D,360000.00,372500.00,"September 15, 2014",2014,September,September 2014,,
RSL,Saborio,Alvaro,Alvaro Saborio,F,360000.00,453333.00,"April 1, 2014",2014,April,April 2014,,
RSL,Saborio,Alvaro,Alvaro Saborio,F,360000.00,453333.00,"September 15, 2013",2013,September,September 2013,,
RSL,Saborio,Alvaro,Alvaro Saborio,F,360000.00,453333.00,"August 1, 2013",2013,August,August 2013,,
RSL,Saborio,Alvaro,Alvaro Saborio,F,360000.00,453333.00,"May 1, 2013",2013,May,May 2013,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F,175000.00,175000.00,"September 15, 2014",2014,September,September 2014,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F,175000.00,175000.00,"April 1, 2014",2014,April,April 2014,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F,120000.00,120000.00,"September 15, 2013",2013,September,September 2013,,
SJE,Huckerby ,Darren ,Darren  Huckerby ,F ,360000.00,385000.00,"September 15, 2009",2009,September,September 2009,,
TFC,DeRosario ,Dwayne ,Dwayne  DeRosario ,M ,357000.00,425750.00,"September 15, 2009",2009,September,September 2009,,
SJE,Bingham,David,David Bingham,GK,130000.00,137750.00,"September 15, 2015",2015,September,September 2015,,
PHI,Bird,Eric,Eric Bird,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
DC,Birnbaum,Steven,Steven Birnbaum,D,66000.00,96000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Bitolo,Ambroise,Ambroise Oyongo Bitolo,D,100000.00,100000.00,"September 15, 2015",2015,September,September 2015,,
PHI,Blake,Andre,Andre Blake,GK,85000.00,123000.00,"September 15, 2015",2015,September,September 2015,,
TFC,Bloom,Mark,Mark Bloom,D,90000.00,97349.00,"September 15, 2015",2015,September,September 2015,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F,120000.00,120000.00,"August 1, 2013",2013,August,August 2013,,
DC,Pontius,Chris,Chris Pontius,M-F,350000.00,381000.00,"September 15, 2014",2014,September,September 2014,,
RSL,Beckerman,Kyle,Kyle Beckerman,M,350000.00,378750.00,"September 15, 2014",2014,September,September 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D,91245.00,131245.00,"September 15, 2013",2013,September,September 2013,,
DC,Pontius,Chris,Chris Pontius,M-F,350000.00,381000.00,"April 1, 2014",2014,April,April 2014,,
RSL,Beckerman,Kyle,Kyle Beckerman,M,350000.00,378750.00,"April 1, 2014",2014,April,April 2014,,
SKC,Zusi,Graham,Graham Zusi,F-M,350000.00,383250.00,"September 15, 2013",2013,September,September 2013,,
SKC,Zusi,Graham,Graham Zusi,F-M,350000.00,383250.00,"August 1, 2013",2013,August,August 2013,,
TFC,O'Dea,Darren,Darren O'Dea,D,350000.00,456250.00,"May 1, 2013",2013,May,May 2013,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F ,350000.00,600000.00,"January 10, 2012",2012,January,January 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F ,350000.00,405625.00,"January 10, 2012",2012,January,January 2012,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F ,350000.00,600000.00,"August 1, 2012",2012,August,August 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F ,350000.00,405625.00,"August 1, 2012",2012,August,August 2012,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F ,350000.00,600000.00,"May 15, 2012",2012,May,May 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F ,350000.00,405625.00,"May 15, 2012",2012,May,May 2012,,
COL,Casey ,Conor ,Conor  Casey ,F ,350000.00,350000.00,"August 12, 2010",2010,August,August 2010,,
HOU,Ching ,Brian ,Brian  Ching ,F ,350000.00,350000.00,"August 12, 2010",2010,August,August 2010,,
DC,Moreno ,Jaime ,Jaime  Moreno ,F ,350000.00,355000.00,"September 15, 2009",2009,September,September 2009,,
TFC,Ruiz ,Carlos ,Carlos  Ruiz ,F ,350000.00,460000.00,"July 10, 2008",2008,July,July 2008,,
HOU,Davis,Brad,Brad Davis,M,345000.00,392063.00,"September 15, 2014",2014,September,September 2014,,
HOU,Davis,Brad,Brad Davis,M,345000.00,392063.00,"April 1, 2014",2014,April,April 2014,,
ORL,Boden,Luke,Luke Boden,D,75000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Texeira,David,David Texeira,F,338000.00,338000.00,"September 15, 2014",2014,September,September 2014,,
FCD,Texeira,David,David Texeira,F,338000.00,338000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Perez,Blas,Blas Perez,F,335000.00,359250.00,"September 15, 2014",2014,September,September 2014,,
FCD,Perez,Blas,Blas Perez,F,335000.00,359250.00,"April 1, 2014",2014,April,April 2014,,
HOU,Costly ,Carlo ,Carlo  Costly ,F ,335000.00,425583.00,"January 9, 2011",2011,January,January 2011,,
NYRB,Pearce,Heath,Heath Pearce,D,331236.00,340736.00,"September 15, 2013",2013,September,September 2013,,
NYRB,Pearce,Heath,Heath Pearce,D,331236.00,340736.00,"August 1, 2013",2013,August,August 2013,,
NYRB,Pearce,Heath,Heath Pearce,D,331236.00,340736.00,"May 1, 2013",2013,May,May 2013,,
HOU,Boniek Garcia,Oscar,Oscar Boniek Garcia,F,245000.00,303750.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Wright-Phillips,Bradley,Bradley Wright-Phillips,F,330000.00,372500.00,"September 15, 2014",2014,September,September 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D,91245.00,131245.00,"August 1, 2013",2013,August,August 2013,,
PHI,Nogueira,Vincent,Vincent Nogueira,M,330000.00,330000.00,"September 15, 2014",2014,September,September 2014,,
NYRB,Wright-Phillips,Bradley,Bradley Wright-Phillips,F,330000.00,372500.00,"April 1, 2014",2014,April,April 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D,91245.00,131245.00,"May 1, 2013",2013,May,May 2013,,
PHI,Nogueira,Vincent,Vincent Nogueira,M,330000.00,330000.00,"April 1, 2014",2014,April,April 2014,,
CLB,Marshall,Chad,Chad Marshall,D,330000.00,361250.00,"September 15, 2013",2013,September,September 2013,,
Guilherme do Prado,Pontius,Chris,Chris Pontius,M-F,330000.00,361000.00,"September 15, 2013",2013,September,September 2013,,
CLB,Marshall,Chad,Chad Marshall,D,330000.00,361250.00,"August 1, 2013",2013,August,August 2013,,
DC,Pontius,Chris,Chris Pontius,M-F,330000.00,361000.00,"August 1, 2013",2013,August,August 2013,,
CLB,Marshall,Chad,Chad Marshall,D,330000.00,361250.00,"May 1, 2013",2013,May,May 2013,,
DC,Pontius,Chris,Chris Pontius,M-F,330000.00,361000.00,"May 1, 2013",2013,May,May 2013,,
TFC,O'Dea ,Darren ,Darren  O'Dea ,D ,330000.00,436250.00,"January 10, 2012",2012,January,January 2012,,
SJE,Huckerby ,Darren ,Darren  Huckerby ,F ,330000.00,355000.00,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F ,325008.00,350008.00,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F ,325008.00,350008.00,"July 31, 2007",2007,July,July 2007,,
TFC,Bono,Alex,Alex Bono,GK,60000.00,80200.00,"September 15, 2015",2015,September,September 2015,,
POR,Borchers,Nat,Nat Borchers,D,235000.00,245000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Diaz,Mauro,Mauro Diaz,M,325000.00,411000.00,"September 15, 2014",2014,September,September 2014,,
TFC,Caldwell,Steven,Steven Caldwell,D,325000.00,364167.00,"September 15, 2014",2014,September,September 2014,,
SKC,Feilhaber,Benny,Benny Feilhaber,M,325000.00,337188.00,"September 15, 2014",2014,September,September 2014,,
COL,Buddle,Edson,Edson Buddle,F,325000.00,325000.00,"September 15, 2014",2014,September,September 2014,,
LAG,Juninho,,Juninho,M,325000.00,325000.00,"September 15, 2014",2014,September,September 2014,,
FCD,Diaz,Mauro,Mauro Diaz,M,325000.00,411000.00,"April 1, 2014",2014,April,April 2014,,
TFC,Caldwell,Steven,Steven Caldwell,D,325000.00,364167.00,"April 1, 2014",2014,April,April 2014,,
SKC,Feilhaber,Benny,Benny Feilhaber,M,325000.00,337188.00,"April 1, 2014",2014,April,April 2014,,
COL,Buddle,Edson,Edson Buddle,F,325000.00,325000.00,"April 1, 2014",2014,April,April 2014,,
LAG,Juninho,,Juninho,M,325000.00,325000.00,"April 1, 2014",2014,April,April 2014,,
VAN,DeMerit,Jay,Jay DeMerit,D,325000.00,375000.00,"September 15, 2013",2013,September,September 2013,,
HOU,Davis,Brad,Brad Davis,M,325000.00,372063.00,"September 15, 2013",2013,September,September 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F,325000.00,342500.00,"September 15, 2013",2013,September,September 2013,,
VAN,DeMerit,Jay,Jay DeMerit,D,325000.00,375000.00,"August 1, 2013",2013,August,August 2013,,
HOU,Davis,Brad,Brad Davis,M,325000.00,372063.00,"August 1, 2013",2013,August,August 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F,325000.00,342500.00,"August 1, 2013",2013,August,August 2013,,
VAN,DeMerit,Jay,Jay DeMerit,D,325000.00,375000.00,"May 1, 2013",2013,May,May 2013,,
HOU,Davis,Brad,Brad Davis,M,325000.00,372063.00,"May 1, 2013",2013,May,May 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F,325000.00,342500.00,"May 1, 2013",2013,May,May 2013,,
HOU,DeRosario ,Dwayne ,Dwayne  DeRosario ,M ,325000.00,325000.00,"July 10, 2008",2008,July,July 2008,,
FCD,Ruiz ,Carlos ,Carlos  Ruiz ,F ,325000.00,435000.00,"July 31, 2007",2007,July,July 2007,,
HOU,DeRosario ,Dwayne ,Dwayne  DeRosario ,M ,325000.00,325000.00,"July 31, 2007",2007,July,July 2007,,
DC,Boswell,Bobby,Bobby Boswell,D,200000.00,200000.00,"September 15, 2015",2015,September,September 2015,,
PHI,Valdes,Carlos,Carlos Valdes,D,321000.00,321000.00,"September 15, 2013",2013,September,September 2013,,
PHI,Valdes,Carlos,Carlos Valdes,D,321000.00,321000.00,"August 1, 2013",2013,August,August 2013,,
PHI,Valdes,Carlos,Carlos Valdes,D,321000.00,321000.00,"May 1, 2013",2013,May,May 2013,,
TFC,Bradley,Michael,Michael Bradley,M,6000000.00,6500000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Goodson,Clarence,Clarence Goodson,D,315000.00,342000.00,"September 15, 2014",2014,September,September 2014,,
SJE,Goodson,Clarence,Clarence Goodson,D,315000.00,342000.00,"April 1, 2014",2014,April,April 2014,,
SJE,Goodson,Clarence,Clarence Goodson,D,315000.00,342000.00,"September 15, 2013",2013,September,September 2013,,
SJE,Goodson,Clarence,Clarence Goodson,D,315000.00,342000.00,"August 1, 2013",2013,August,August 2013,,
TFC,Robinson ,Carl ,Carl  Robinson ,M ,315000.00,330000.00,"July 10, 2008",2008,July,July 2008,,
NYCFC,Brandt,Connor,Connor Brandt,M,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Convey ,Bobby ,Bobby  Convey ,M ,313500.00,336000.00,"January 9, 2011",2011,January,January 2011,,
FCD,Diaz,Mauro,Mauro Diaz,M,312000.00,398000.00,"September 15, 2013",2013,September,September 2013,,
FCD,Diaz,Mauro,Mauro Diaz,M,312000.00,398000.00,"August 1, 2013",2013,August,August 2013,,
CHI,Anibaba ,Jalil ,Jalil  Anibaba ,D ,65450.00,105450.00,"January 10, 2012",2012,January,January 2012,,
CHI,Anibaba ,Jalil ,Jalil  Anibaba ,D ,65450.00,105450.00,"August 1, 2012",2012,August,August 2012,,
PHI,Soumare,Bakary,Bakary Soumare,D,310000.00,350000.00,"May 1, 2013",2013,May,May 2013,,
FCD,Shea ,Brek ,Brek  Shea ,M-D ,310000.00,354000.00,"January 10, 2012",2012,January,January 2012,,
CLB,Marshall ,Chad ,Chad  Marshall ,D ,310000.00,341250.00,"January 10, 2012",2012,January,January 2012,,
FCD,Shea ,Brek ,Brek  Shea ,M-D ,310000.00,354000.00,"August 1, 2012",2012,August,August 2012,,
CLB,Marshall ,Chad ,Chad  Marshall ,D ,310000.00,341250.00,"August 1, 2012",2012,August,August 2012,,
FCD,Shea ,Brek ,Brek  Shea ,M-D ,310000.00,354000.00,"May 15, 2012",2012,May,May 2012,,
CLB,Marshall ,Chad ,Chad  Marshall ,D ,310000.00,341250.00,"May 15, 2012",2012,May,May 2012,,
DC,Salihi ,Hamdi ,Hamdi  Salihi ,F ,305460.00,487460.00,"January 10, 2012",2012,January,January 2012,,
DC,Salihi ,Hamdi ,Hamdi  Salihi ,F ,305460.00,487460.00,"August 1, 2012",2012,August,August 2012,,
DC,Salihi ,Hamdi ,Hamdi  Salihi ,F ,305460.00,487460.00,"May 15, 2012",2012,May,May 2012,,
NYCFC,Brovsky,Jeb,Jeb Brovsky,M,122500.00,129125.00,"September 15, 2015",2015,September,September 2015,,
HOU,Bruin,Will,Will Bruin,F,140000.00,185000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Bryce,Kingsley,Kingsley Bryce,M,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Buddle,Edson,Edson Buddle,F,100000.00,106250.00,"September 15, 2015",2015,September,September 2015,,
MTL,Ferrari,Matteo,Matteo Ferrari,D,300000.00,355475.00,"September 15, 2014",2014,September,September 2014,,
CHV,Bocanegra,Carlos,Carlos Bocanegra,D,300000.00,333333.00,"September 15, 2014",2014,September,September 2014,,
FCD,John,George,George John,D,300000.00,326667.00,"September 15, 2014",2014,September,September 2014,,
POR,Johnson,Will,Will Johnson,F,300000.00,325000.00,"September 15, 2014",2014,September,September 2014,,
RSL,Morales,Javier,Javier Morales,M,300000.00,300000.00,"September 15, 2014",2014,September,September 2014,,
VAN,Laba,Matias,Matias Laba,M,300000.00,300000.00,"September 15, 2014",2014,September,September 2014,,
MTL,Ferrari,Matteo,Matteo Ferrari,D,300000.00,355475.00,"April 1, 2014",2014,April,April 2014,,
CHV,Bocanegra,Carlos,Carlos Bocanegra,D,300000.00,333333.00,"April 1, 2014",2014,April,April 2014,,
FCD,John,George,George John,D,300000.00,326667.00,"April 1, 2014",2014,April,April 2014,,
POR,Johnson,Will,Will Johnson,F,300000.00,325000.00,"April 1, 2014",2014,April,April 2014,,
RSL,Morales,Javier,Javier Morales,M,300000.00,300000.00,"April 1, 2014",2014,April,April 2014,,
VAN,Laba,Matias,Matias Laba,M,300000.00,300000.00,"April 1, 2014",2014,April,April 2014,,
CHI,Anibaba ,Jalil ,Jalil  Anibaba ,D ,65450.00,105450.00,"May 15, 2012",2012,May,May 2012,,
RSL,Beckerman,Kyle,Kyle Beckerman,M,300000.00,328750.00,"September 15, 2013",2013,September,September 2013,,
FCD,Perez,Blas,Blas Perez,F,300000.00,324250.00,"September 15, 2013",2013,September,September 2013,,
SKC,Feilhaber,Benny,Benny Feilhaber,M,300000.00,312188.00,"September 15, 2013",2013,September,September 2013,,
RSL,Morales,Javier,Javier Morales,M,300000.00,300000.00,"September 15, 2013",2013,September,September 2013,,
CHI,Anibaba ,Jalil ,Jalil  Anibaba ,D ,42000.00,82000.00,"January 9, 2011",2011,January,January 2011,,
RSL,Beckerman,Kyle,Kyle Beckerman,M,300000.00,328750.00,"August 1, 2013",2013,August,August 2013,,
FCD,Perez,Blas,Blas Perez,F,300000.00,324250.00,"August 1, 2013",2013,August,August 2013,,
SKC,Feilhaber,Benny,Benny Feilhaber,M,300000.00,312188.00,"August 1, 2013",2013,August,August 2013,,
SKC,Kamara,Kei,Kei Kamara,F,300000.00,302500.00,"August 1, 2013",2013,August,August 2013,,
