SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
SJE,Hernandez,Jason,Jason Hernandez,D,210000.00,213333.00,"April 1, 2014",2014,April,April 2014,,
CHI,Bone ,Corben ,Corben  Bone ,M ,100000.00,161200.00,"January 10, 2012",2012,January,January 2012,,
TFC,Eckersley,Richard,Richard Eckersley,D,210000.00,310000.00,"September 15, 2013",2013,September,September 2013,,
SEA,Gspurning,Michael,Michael Gspurning,GK,210000.00,285000.00,"September 15, 2013",2013,September,September 2013,,
VAN,Sanvezzo,Camilo,Camilo Sanvezzo,F,210000.00,247500.00,"September 15, 2013",2013,September,September 2013,,
SJE,Lenhart,Steven,Steven Lenhart,F,210000.00,217500.00,"September 15, 2013",2013,September,September 2013,,
SEA,Alonso,Osvaldo,Osvaldo Alonso,M,210000.00,210000.00,"September 15, 2013",2013,September,September 2013,,
TFC,Eckersley,Richard,Richard Eckersley,D,210000.00,310000.00,"August 1, 2013",2013,August,August 2013,,
SEA,Gspurning,Michael,Michael Gspurning,GK,210000.00,285000.00,"August 1, 2013",2013,August,August 2013,,
VAN,Sanvezzo,Camilo,Camilo Sanvezzo,F,210000.00,247500.00,"August 1, 2013",2013,August,August 2013,,
SJE,Lenhart,Steven,Steven Lenhart,F,210000.00,217500.00,"August 1, 2013",2013,August,August 2013,,
SEA,Alonso,Osvaldo,Osvaldo Alonso,M,210000.00,210000.00,"August 1, 2013",2013,August,August 2013,,
TFC,Eckersley,Richard,Richard Eckersley,D,210000.00,310000.00,"May 1, 2013",2013,May,May 2013,,
SEA,Gspurning,Michael,Michael Gspurning,GK,210000.00,285000.00,"May 1, 2013",2013,May,May 2013,,
VAN,Sanvezzo,Camilo,Camilo Sanvezzo,F,210000.00,247500.00,"May 1, 2013",2013,May,May 2013,,
SJE,Lenhart,Steven,Steven Lenhart,F,210000.00,217500.00,"May 1, 2013",2013,May,May 2013,,
SEA,Alonso,Osvaldo,Osvaldo Alonso,M,210000.00,210000.00,"May 1, 2013",2013,May,May 2013,,
TFC,Eckersley ,Richard ,Richard  Eckersley ,D ,210000.00,390000.00,"January 10, 2012",2012,January,January 2012,,
MTL,Mapp ,Justin ,Justin  Mapp ,M ,210000.00,218333.00,"January 10, 2012",2012,January,January 2012,,
CHI,Bone ,Corben ,Corben  Bone ,M ,100000.00,161200.00,"August 1, 2012",2012,August,August 2012,,
SKC,Collin ,Aurelien ,Aurelien  Collin ,D ,210000.00,216250.00,"January 10, 2012",2012,January,January 2012,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,210000.00,212500.00,"January 10, 2012",2012,January,January 2012,,
TFC,Eckersley ,Richard ,Richard  Eckersley ,D ,210000.00,390000.00,"August 1, 2012",2012,August,August 2012,,
MTL,Mapp ,Justin ,Justin  Mapp ,M ,210000.00,218333.00,"August 1, 2012",2012,August,August 2012,,
CHI,Bone ,Corben ,Corben  Bone ,M ,100000.00,161200.00,"May 15, 2012",2012,May,May 2012,,
SKC,Collin ,Aurelien ,Aurelien  Collin ,D ,210000.00,216250.00,"August 1, 2012",2012,August,August 2012,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,210000.00,212500.00,"August 1, 2012",2012,August,August 2012,,
TFC,Eckersley ,Richard ,Richard  Eckersley ,D ,210000.00,390000.00,"May 15, 2012",2012,May,May 2012,,
MTL,Mapp ,Justin ,Justin  Mapp ,M ,210000.00,218333.00,"May 15, 2012",2012,May,May 2012,,
CHI,Bone ,Corben ,Corben  Bone ,M ,90000.00,151200.00,"January 9, 2011",2011,January,January 2011,,
SKC,Collin ,Aurelien ,Aurelien  Collin ,D ,210000.00,216250.00,"May 15, 2012",2012,May,May 2012,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,210000.00,212500.00,"May 15, 2012",2012,May,May 2012,,
SKC,Cesar ,Julio ,Julio  Cesar ,D ,210000.00,213750.00,"January 9, 2011",2011,January,January 2011,,
HOU,Boswell ,Bobby ,Bobby  Boswell ,D ,210000.00,210000.00,"January 9, 2011",2011,January,January 2011,,
FCD,Van Den Bergh ,Dave ,Dave  Van Den Bergh ,M ,210000.00,227000.00,"September 15, 2009",2009,September,September 2009,,
DC,Carreiro da Silva ,Fred ,Fred  Carreiro da Silva ,M ,210000.00,242000.00,"July 10, 2008",2008,July,July 2008,,
CLB,Gaven ,Eddie ,Eddie  Gaven ,M-F ,209633.00,209633.00,"January 9, 2011",2011,January,January 2011,,
FCD,Cunningham ,Jeffrey ,Jeffrey  Cunningham ,F ,209170.00,219295.00,"September 15, 2009",2009,September,September 2009,,
DC,Jakovic ,Dejan ,Dejan  Jakovic ,D ,208000.00,228043.00,"January 10, 2012",2012,January,January 2012,,
DC,Jakovic ,Dejan ,Dejan  Jakovic ,D ,208000.00,228043.00,"August 1, 2012",2012,August,August 2012,,
DC,Jakovic ,Dejan ,Dejan  Jakovic ,D ,208000.00,228043.00,"May 15, 2012",2012,May,May 2012,,
LAG,Gonzalez,Omar,Omar Gonzalez,D,205000.00,282000.00,"September 15, 2013",2013,September,September 2013,,
PHI,Parke,Jeff,Jeff Parke,D,205000.00,216500.00,"September 15, 2013",2013,September,September 2013,,
SJE,Hernandez,Jason,Jason Hernandez,D,205000.00,208333.00,"September 15, 2013",2013,September,September 2013,,
LAG,Gonzalez,Omar,Omar Gonzalez,D,205000.00,282000.00,"August 1, 2013",2013,August,August 2013,,
PHI,Parke,Jeff,Jeff Parke,D,205000.00,216500.00,"August 1, 2013",2013,August,August 2013,,
SJE,Hernandez,Jason,Jason Hernandez,D,205000.00,208333.00,"August 1, 2013",2013,August,August 2013,,
LAG,Gonzalez,Omar,Omar Gonzalez,D,205000.00,282000.00,"May 1, 2013",2013,May,May 2013,,
PHI,Parke,Jeff,Jeff Parke,D,205000.00,216500.00,"May 1, 2013",2013,May,May 2013,,
SJE,Hernandez,Jason,Jason Hernandez,D,205000.00,208333.00,"May 1, 2013",2013,May,May 2013,,
LAG,Franklin ,Sean ,Sean  Franklin ,D ,205000.00,228333.00,"January 10, 2012",2012,January,January 2012,,
LAG,Franklin ,Sean ,Sean  Franklin ,D ,205000.00,228333.00,"August 1, 2012",2012,August,August 2012,,
LAG,Franklin ,Sean ,Sean  Franklin ,D ,205000.00,228333.00,"May 15, 2012",2012,May,May 2012,,
TFC,Barrett ,Chad ,Chad  Barrett ,F ,205000.00,212500.00,"August 12, 2010",2010,August,August 2010,,
NYRB,Davis,Sean,Sean Davis,M,80000.00,97500.00,"September 15, 2015",2015,September,September 2015,,
SKC,de Jong,Marcel,Marcel de Jong,D,180000.00,191500.00,"September 15, 2015",2015,September,September 2015,,
CHI,Bone ,Corben ,Corben  Bone ,M ,75000.00,136200.00,"August 12, 2010",2010,August,August 2010,,
CHV,Maldonado ,Giancarlo ,Giancarlo  Maldonado ,F ,204000.00,204000.00,"August 12, 2010",2010,August,August 2010,,
VAN,Dean,Christian,Christian Dean,D,95000.00,176000.00,"September 15, 2015",2015,September,September 2015,,
LAG,DeLaGarza,AJ,AJ DeLaGarza,D,200000.00,202500.00,"September 15, 2015",2015,September,September 2015,,
DC,DeLeon,Nick,Nick DeLeon,M,116259.00,151259.00,"September 15, 2015",2015,September,September 2015,,
TFC,Delgado,Marco,Marco Delgado,M,80000.00,82500.00,"September 15, 2015",2015,September,September 2015,,
VAN,O'Brien,Andy,Andy O'Brien,D,200012.00,230012.00,"September 15, 2013",2013,September,September 2013,,
VAN,O'Brien,Andy,Andy O'Brien,D,200012.00,230012.00,"August 1, 2013",2013,August,August 2013,,
SEA,Dempsey,Clint,Clint Dempsey,F,3913008.00,4605942.00,"September 15, 2015",2015,September,September 2015,,
HOU,Deric,Tyler,Tyler Deric,GK,105000.00,112667.00,"September 15, 2015",2015,September,September 2015,,
POR,Chara,Diego,Diego Chara,M,200004.00,243754.00,"September 15, 2013",2013,September,September 2013,,
RSL,Borchers,Nat,Nat Borchers,D,200004.00,211973.00,"September 15, 2013",2013,September,September 2013,,
POR,Chara,Diego,Diego Chara,M,200004.00,243754.00,"August 1, 2013",2013,August,August 2013,,
RSL,Borchers,Nat,Nat Borchers,D,200004.00,211973.00,"August 1, 2013",2013,August,August 2013,,
POR,Chara,Diego,Diego Chara,M,200004.00,243754.00,"May 1, 2013",2013,May,May 2013,,
RSL,Borchers,Nat,Nat Borchers,D,200004.00,211973.00,"May 1, 2013",2013,May,May 2013,,
COL,Moor ,Drew ,Drew  Moor ,D ,200004.00,212004.00,"January 10, 2012",2012,January,January 2012,,
RSL,Borchers ,Nat ,Nat  Borchers ,D ,200004.00,211973.00,"January 10, 2012",2012,January,January 2012,,
RSL,Borchers ,Nat ,Nat  Borchers ,D ,200004.00,211973.00,"August 1, 2012",2012,August,August 2012,,
RSL,Borchers ,Nat ,Nat  Borchers ,D ,200004.00,211973.00,"May 15, 2012",2012,May,May 2012,,
SKC,Wolff ,Josh ,Josh  Wolff ,F ,200004.00,200004.00,"September 15, 2009",2009,September,September 2009,,
TFC,Ricketts ,Rohan ,Rohan  Ricketts ,M ,200004.00,212504.00,"July 10, 2008",2008,July,July 2008,,
SKC,Wolff ,Josh ,Josh  Wolff ,F ,200004.00,200004.00,"July 10, 2008",2008,July,July 2008,,
SKC,Dia,Amadou,Amadou Dia,D,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Diaz,Mauro,Mauro Diaz,M,364000.00,442400.00,"September 15, 2015",2015,September,September 2015,,
CHI,Brown ,C.J. ,C.J.  Brown ,D ,111711.00,111711.00,"July 10, 2008",2008,July,July 2008,,
,Dike,Bright,Bright Dike,F,60638.00,64388.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Diskerud,Mix,Mix Diskerud,M,750000.00,750000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Brown ,C.J. ,C.J.  Brown ,D ,106391.00,106391.00,"July 31, 2007",2007,July,July 2007,,
CHI,do Prado,Guilherme,Guilherme do Prado,F,unknown,unknown,"September 15, 2015",2015,September,September 2015,,Played between jan 6 & August 4 2015
MTL,Donadel,Marco,Marco Donadel,M,190004.00,226671.00,"September 15, 2015",2015,September,September 2015,,
ORL,Donovan,Conor,Conor Donovan,D,80000.00,108000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Doody,Patrick,Patrick Doody,D,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
NE,Dorman,Andy,Andy Dorman,M,145000.00,145000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Dos Santos,Giovani,Giovani Dos Santos,M,4000008.00,5750008.00,"September 15, 2015",2015,September,September 2015,,
COL,Doyle,Kevin,Kevin Doyle,F,1125000.00,1170000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Djalo,Yannick,Yannick Djalo,M,200000.00,300000.00,"September 15, 2014",2014,September,September 2014,,
COL,Wynne,Marvell,Marvell Wynne,D,200000.00,285000.00,"September 15, 2014",2014,September,September 2014,,
SEA,Cooper,Kenny,Kenny Cooper,F,200000.00,265625.00,"September 15, 2014",2014,September,September 2014,,
NYRB,McCarty,Dax,Dax McCarty,M,200000.00,242500.00,"September 15, 2014",2014,September,September 2014,,
HOU,Hall,Tally,Tally Hall,GK,200000.00,213500.00,"September 15, 2014",2014,September,September 2014,,
LAG,Ishizaki,Stefan,Stefan Ishizaki,M,200000.00,213000.00,"September 15, 2014",2014,September,September 2014,,
VAN,Koffie,Gershon,Gershon Koffie,M,200000.00,211000.00,"September 15, 2014",2014,September,September 2014,,
POR,Urruti,Maximiliano,Maximiliano Urruti,F,200000.00,200000.00,"September 15, 2014",2014,September,September 2014,,
CHV,Chavez,Marvin,Marvin Chavez,M,200000.00,200000.00,"September 15, 2014",2014,September,September 2014,,
NYRB,Miller,Roy,Roy Miller,M,200000.00,200000.00,"September 15, 2014",2014,September,September 2014,,
SJE,Djalo,Yannick,Yannick Djalo,M,200000.00,300000.00,"April 1, 2014",2014,April,April 2014,,
COL,Wynne,Marvell,Marvell Wynne,D,200000.00,285000.00,"April 1, 2014",2014,April,April 2014,,
SEA,Cooper,Kenny,Kenny Cooper,F,200000.00,265625.00,"April 1, 2014",2014,April,April 2014,,
NYRB,McCarty,Dax,Dax McCarty,M,200000.00,242500.00,"April 1, 2014",2014,April,April 2014,,
HOU,Hall,Tally,Tally Hall,GK,200000.00,213500.00,"April 1, 2014",2014,April,April 2014,,
LAG,Ishizaki,Stefan,Stefan Ishizaki,M,200000.00,213000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Jacobson,Andrew,Andrew Jacobson,M,200000.00,212500.00,"April 1, 2014",2014,April,April 2014,,
VAN,Koffie,Gershon,Gershon Koffie,M,200000.00,211000.00,"April 1, 2014",2014,April,April 2014,,
POR,Urruti,Maximiliano,Maximiliano Urruti,F,200000.00,200000.00,"April 1, 2014",2014,April,April 2014,,
COL,Chavez,Marvin,Marvin Chavez,M,200000.00,200000.00,"April 1, 2014",2014,April,April 2014,,
SKC,Besler,Matt,Matt Besler,D,200000.00,200000.00,"April 1, 2014",2014,April,April 2014,,
NYRB,Miller,Roy,Roy Miller,M,200000.00,200000.00,"April 1, 2014",2014,April,April 2014,,
COL,Wynne,Marvell,Marvell Wynne,D,200000.00,285000.00,"September 15, 2013",2013,September,September 2013,,
VAN,Reo-Coker,Nigel,Nigel Reo-Coker,D-M,200000.00,237363.00,"September 15, 2013",2013,September,September 2013,,
SEA,Rosales,Mauro,Mauro Rosales,M,200000.00,225000.00,"September 15, 2013",2013,September,September 2013,,
SKC,Nielsen,Jimmy,Jimmy Nielsen,GK,200000.00,220000.00,"September 15, 2013",2013,September,September 2013,,
TFC,Convey,Bobby,Bobby Convey,M,200000.00,215000.00,"September 15, 2013",2013,September,September 2013,,
PHI,Le Toux,Sebastian,Sebastian Le Toux,M,200000.00,212813.00,"September 15, 2013",2013,September,September 2013,,
NE,Sene,Saer,Saer Sene,F,200000.00,211538.00,"September 15, 2013",2013,September,September 2013,,
RSL,Rimando,Nick,Nick Rimando,GK,200000.00,210833.00,"September 15, 2013",2013,September,September 2013,,
POR,Urruti,Maximiliano,Maximiliano Urruti,F,200000.00,200000.00,"September 15, 2013",2013,September,September 2013,,
FCD,Ihemelu,Ugo,Ugo Ihemelu,D,200000.00,200000.00,"September 15, 2013",2013,September,September 2013,,
SKC,Bieler,Claudio,Claudio Bieler,F,200000.00,200000.00,"September 15, 2013",2013,September,September 2013,,
TFC,Laba,Matias,Matias Laba,M,200000.00,200000.00,"September 15, 2013",2013,September,September 2013,,
COL,Wynne,Marvell,Marvell Wynne,D,200000.00,285000.00,"August 1, 2013",2013,August,August 2013,,
VAN,Reo-Coker,Nigel,Nigel Reo-Coker,D-M,200000.00,237363.00,"August 1, 2013",2013,August,August 2013,,
SEA,Rosales,Mauro,Mauro Rosales,M,200000.00,225000.00,"August 1, 2013",2013,August,August 2013,,
SKC,Nielsen,Jimmy,Jimmy Nielsen,GK,200000.00,220000.00,"August 1, 2013",2013,August,August 2013,,
TFC,Convey,Bobby,Bobby Convey,M,200000.00,215000.00,"August 1, 2013",2013,August,August 2013,,
PHI,Le Toux,Sebastian,Sebastian Le Toux,M,200000.00,212813.00,"August 1, 2013",2013,August,August 2013,,
NE,Sene,Saer,Saer Sene,F,200000.00,211538.00,"August 1, 2013",2013,August,August 2013,,
RSL,Rimando,Nick,Nick Rimando,GK,200000.00,210833.00,"August 1, 2013",2013,August,August 2013,,
FCD,Ihemelu,Ugo,Ugo Ihemelu,D,200000.00,200000.00,"August 1, 2013",2013,August,August 2013,,
SKC,Bieler,Claudio,Claudio Bieler,F,200000.00,200000.00,"August 1, 2013",2013,August,August 2013,,
TFC,Laba,Matias,Matias Laba,M,200000.00,200000.00,"August 1, 2013",2013,August,August 2013,,
COL,Wynne,Marvell,Marvell Wynne,D,200000.00,285000.00,"May 1, 2013",2013,May,May 2013,,
VAN,O'Brien,Andy,Andy O'Brien,D,200000.00,242250.00,"May 1, 2013",2013,May,May 2013,,
VAN,Reo-Coker,Nigel,Nigel Reo-Coker,D-M,200000.00,237363.00,"May 1, 2013",2013,May,May 2013,,
SEA,Rosales,Mauro,Mauro Rosales,M,200000.00,225000.00,"May 1, 2013",2013,May,May 2013,,
SKC,Nielsen,Jimmy,Jimmy Nielsen,GK,200000.00,220000.00,"May 1, 2013",2013,May,May 2013,,
SKC,Convey,Bobby,Bobby Convey,M,200000.00,215000.00,"May 1, 2013",2013,May,May 2013,,
PHI,Le Toux,Sebastian,Sebastian Le Toux,M,200000.00,212813.00,"May 1, 2013",2013,May,May 2013,,
NE,Sene,Saer,Saer Sene,F,200000.00,211538.00,"May 1, 2013",2013,May,May 2013,,
RSL,Rimando,Nick,Nick Rimando,GK,200000.00,210833.00,"May 1, 2013",2013,May,May 2013,,
FCD,Ihemelu,Ugo,Ugo Ihemelu,D,200000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
SKC,Bieler,Claudio,Claudio Bieler,F,200000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
NYRB,Digao,Rodrigo,Rodrigo Digao,D,200000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
NYRB,Juninho,,Juninho,M,200000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
TFC,Laba,Matias,Matias Laba,M,200000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
SEA,Gspurning ,Michael ,Michael  Gspurning ,GK ,200000.00,275000.00,"January 10, 2012",2012,January,January 2012,,
RSL,Olave ,Jamison ,Jamison  Olave ,D ,200000.00,250000.00,"January 10, 2012",2012,January,January 2012,,
VAN,Sanvezzo ,Camilo ,Camilo  Sanvezzo ,F ,200000.00,237500.00,"January 10, 2012",2012,January,January 2012,,
SEA,Rosales ,Mauro ,Mauro  Rosales ,M ,200000.00,225000.00,"January 10, 2012",2012,January,January 2012,,
CLB,Mirosevic ,Milovan ,Milovan  Mirosevic ,M/F ,200000.00,223333.00,"January 10, 2012",2012,January,January 2012,,
SKC,Nielsen ,Jimmy ,Jimmy  Nielsen ,GK ,200000.00,220000.00,"January 10, 2012",2012,January,January 2012,,
CHI,Brown ,C.J. ,C.J.  Brown ,D ,95760.00,100560.00,"August 12, 2010",2010,August,August 2010,,
SKC,Convey ,Bobby ,Bobby  Convey ,M ,200000.00,215000.00,"January 10, 2012",2012,January,January 2012,,
COL,Larentowicz ,Jeff ,Jeff  Larentowicz ,D ,200000.00,206000.00,"January 10, 2012",2012,January,January 2012,,
NYRB,Tainio ,Teemu ,Teemu  Tainio ,M ,200000.00,205000.00,"January 10, 2012",2012,January,January 2012,,
HOU,Boswell ,Bobby ,Bobby  Boswell ,D ,200000.00,200000.00,"January 10, 2012",2012,January,January 2012,,
SEA,Gspurning ,Michael ,Michael  Gspurning ,GK ,200000.00,275000.00,"August 1, 2012",2012,August,August 2012,,
RSL,Olave ,Jamison ,Jamison  Olave ,D ,200000.00,250000.00,"August 1, 2012",2012,August,August 2012,,
VAN,Sanvezzo ,Camilo ,Camilo  Sanvezzo ,F ,200000.00,237500.00,"August 1, 2012",2012,August,August 2012,,
SEA,Rosales ,Mauro ,Mauro  Rosales ,M ,200000.00,225000.00,"August 1, 2012",2012,August,August 2012,,
CLB,Mirosevic ,Milovan ,Milovan  Mirosevic ,M/F ,200000.00,223333.00,"August 1, 2012",2012,August,August 2012,,
SKC,Nielsen ,Jimmy ,Jimmy  Nielsen ,GK ,200000.00,220000.00,"August 1, 2012",2012,August,August 2012,,
CHI,Brown ,C.J. ,C.J.  Brown ,D ,91200.00,96000.00,"September 15, 2009",2009,September,September 2009,,
SKC,Convey ,Bobby ,Bobby  Convey ,M ,200000.00,215000.00,"August 1, 2012",2012,August,August 2012,,
COL,Larentowicz ,Jeff ,Jeff  Larentowicz ,D ,200000.00,206000.00,"August 1, 2012",2012,August,August 2012,,
NYRB,Tainio ,Teemu ,Teemu  Tainio ,M ,200000.00,205000.00,"August 1, 2012",2012,August,August 2012,,
HOU,Boswell ,Bobby ,Bobby  Boswell ,D ,200000.00,200000.00,"August 1, 2012",2012,August,August 2012,,
SEA,Gspurning ,Michael ,Michael  Gspurning ,GK ,200000.00,275000.00,"May 15, 2012",2012,May,May 2012,,
RSL,Olave ,Jamison ,Jamison  Olave ,D ,200000.00,250000.00,"May 15, 2012",2012,May,May 2012,,
NE,Lozano ,John  ,John   Lozano ,D ,200000.00,241485.00,"May 15, 2012",2012,May,May 2012,,
VAN,Sanvezzo ,Camilo ,Camilo  Sanvezzo ,F ,200000.00,237500.00,"May 15, 2012",2012,May,May 2012,,
SEA,Rosales ,Mauro ,Mauro  Rosales ,M ,200000.00,225000.00,"May 15, 2012",2012,May,May 2012,,
CLB,Mirosevic ,Milovan ,Milovan  Mirosevic ,M/F ,200000.00,223333.00,"May 15, 2012",2012,May,May 2012,,
SKC,Nielsen ,Jimmy ,Jimmy  Nielsen ,GK ,200000.00,220000.00,"May 15, 2012",2012,May,May 2012,,
DC,Doyle,Conor,Conor Doyle,F,60000.00,61250.00,"September 15, 2015",2015,September,September 2015,,
SKC,Convey ,Bobby ,Bobby  Convey ,M ,200000.00,215000.00,"May 15, 2012",2012,May,May 2012,,
COL,Larentowicz ,Jeff ,Jeff  Larentowicz ,D ,200000.00,206000.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Tainio ,Teemu ,Teemu  Tainio ,M ,200000.00,205000.00,"May 15, 2012",2012,May,May 2012,,
HOU,Boswell ,Bobby ,Bobby  Boswell ,D ,200000.00,200000.00,"May 15, 2012",2012,May,May 2012,,
SKC,Nielsen ,Jimmy ,Jimmy  Nielsen ,GK ,200000.00,241667.00,"January 9, 2011",2011,January,January 2011,,
CLB,Ekpo ,Emmanuel ,Emmanuel  Ekpo ,M ,200000.00,222250.00,"January 9, 2011",2011,January,January 2011,,
COL,Folan ,Caleb ,Caleb  Folan ,F ,200000.00,203375.00,"January 9, 2011",2011,January,January 2011,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,200000.00,202500.00,"January 9, 2011",2011,January,January 2011,,
RSL,Morales ,Javier ,Javier  Morales ,M ,200000.00,252500.00,"August 12, 2010",2010,August,August 2010,,
DC,Perkins ,Troy ,Troy  Perkins ,GK ,200000.00,205000.00,"August 12, 2010",2010,August,August 2010,,
COL,Casey ,Conor ,Conor  Casey ,F ,200000.00,200000.00,"September 15, 2009",2009,September,September 2009,,
RSL,Kovalenko ,Dema ,Dema  Kovalenko ,M ,200000.00,207619.00,"July 10, 2008",2008,July,July 2008,,
COL,Kirovski ,Jovan ,Jovan  Kirovski ,F ,200000.00,200000.00,"July 31, 2007",2007,July,July 2007,,
NYRB,Waterreus ,Ronald ,Ronald  Waterreus ,GK ,200000.00,200000.00,"July 31, 2007",2007,July,July 2007,,
HOU,Boniek Garcia,Oscar,Oscar Boniek Garcia,F,199992.00,258742.00,"September 15, 2014",2014,September,September 2014,,
VAN,Waston,Kendall,Kendall Waston,D,199992.00,201242.00,"September 15, 2014",2014,September,September 2014,,
HOU,Boniek Garcia,Oscar,Oscar Boniek Garcia,F,199992.00,258742.00,"April 1, 2014",2014,April,April 2014,,
NYRB,Holgersson,Markus,Markus Holgersson,D,199500.00,199500.00,"September 15, 2013",2013,September,September 2013,,
NYRB,Holgersson,Markus,Markus Holgersson,D,199500.00,199500.00,"August 1, 2013",2013,August,August 2013,,
NYRB,Holgersson,Markus,Markus Holgersson,D,199500.00,199500.00,"May 1, 2013",2013,May,May 2013,,
VAN,Cannon ,Joe ,Joe  Cannon ,GK ,199500.00,209756.00,"January 9, 2011",2011,January,January 2011,,
FCD,Pearce ,Heath ,Heath  Pearce ,D ,198000.00,207500.00,"August 12, 2010",2010,August,August 2010,,
MTL,Drogba,Didier,Didier Drogba,F,1666668.00,2166668.00,"September 15, 2015",2015,September,September 2015,,
VAN,Young-Pyo,Lee,Lee Young-Pyo,D,196900.00,231100.00,"September 15, 2013",2013,September,September 2013,,
VAN,Young-Pyo,Lee,Lee Young-Pyo,D,196900.00,231100.00,"August 1, 2013",2013,August,August 2013,,
VAN,Young-Pyo,Lee,Lee Young-Pyo,D,196900.00,231100.00,"May 1, 2013",2013,May,May 2013,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M ,195240.00,242340.00,"January 10, 2012",2012,January,January 2012,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M ,195240.00,242340.00,"August 1, 2012",2012,August,August 2012,,
MTL,Duka,Dilaver,Dilaver Duka,M,175000.00,200000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Dunivant,Todd,Todd Dunivant,D,185000.00,205750.00,"September 15, 2015",2015,September,September 2015,,
TFC,Barrett ,Chad ,Chad  Barrett ,F ,195000.00,202500.00,"September 15, 2009",2009,September,September 2009,,
SJE,Lima ,Francisco ,Francisco  Lima ,M ,195000.00,207000.00,"July 10, 2008",2008,July,July 2008,,
TFC,Welsh ,Andrew ,Andrew  Welsh ,M ,195000.00,204750.00,"July 31, 2007",2007,July,July 2007,,
HOU,Clark ,Ricardo ,Ricardo  Clark ,M ,195000.00,195000.00,"July 31, 2007",2007,July,July 2007,,
SKC,Conrad ,Jimmy ,Jimmy  Conrad ,D ,194750.00,206000.00,"July 31, 2007",2007,July,July 2007,,
VAN,Thorrington ,John ,John  Thorrington ,M ,194700.00,207200.00,"January 9, 2011",2011,January,January 2011,,
RSL,Alvarez ,Arturo ,Arturo  Alvarez ,M-F ,192585.00,201923.00,"January 9, 2011",2011,January,January 2011,,
LAG,Sarvas,Marcelo,Marcelo Sarvas,M,192500.00,192500.00,"September 15, 2014",2014,September,September 2014,,
PHI,Casey,Conor,Conor Casey,F,192500.00,192500.00,"September 15, 2014",2014,September,September 2014,,
LAG,Sarvas,Marcelo,Marcelo Sarvas,M,192500.00,192500.00,"April 1, 2014",2014,April,April 2014,,
PHI,Casey,Conor,Conor Casey,F,192500.00,192500.00,"April 1, 2014",2014,April,April 2014,,
CHV,Kennedy,Dan,Dan Kennedy,GK,192500.00,194167.00,"September 15, 2013",2013,September,September 2013,,
CHV,Kennedy,Dan,Dan Kennedy,GK,192500.00,194167.00,"August 1, 2013",2013,August,August 2013,,
CHV,Kennedy,Dan,Dan Kennedy,GK,192500.00,192500.00,"May 1, 2013",2013,May,May 2013,,
TFC,Cesar,Julio,Julio Cesar,GK,192000.00,202000.00,"April 1, 2014",2014,April,April 2014,,
HOU,Lopez,Alexander,Alexander Lopez,M,192000.00,212000.00,"September 15, 2013",2013,September,September 2013,,
HOU,Lopez,Alexander,Alexander Lopez,M,192000.00,212000.00,"August 1, 2013",2013,August,August 2013,,
HOU,Camargo,Luiz,Luiz Camargo,M,192000.00,192000.00,"May 1, 2013",2013,May,May 2013,,
VAN,Bonjour ,Fernando ,Fernando  Bonjour ,D ,192000.00,276988.00,"January 10, 2012",2012,January,January 2012,,
HOU,Ching ,Brian ,Brian  Ching ,F ,192000.00,236000.00,"January 10, 2012",2012,January,January 2012,,
HOU,Camargo ,Luiz ,Luiz  Camargo ,M ,192000.00,202000.00,"January 10, 2012",2012,January,January 2012,,
VAN,Bonjour ,Fernando ,Fernando  Bonjour ,D ,192000.00,276988.00,"August 1, 2012",2012,August,August 2012,,
HOU,Ching ,Brian ,Brian  Ching ,F ,192000.00,236000.00,"August 1, 2012",2012,August,August 2012,,
HOU,Camargo ,Luiz ,Luiz  Camargo ,M ,192000.00,202000.00,"August 1, 2012",2012,August,August 2012,,
VAN,Bonjour ,Martin ,Martin  Bonjour ,D ,192000.00,276988.00,"May 15, 2012",2012,May,May 2012,,
HOU,Ching ,Brian ,Brian  Ching ,F ,192000.00,236000.00,"May 15, 2012",2012,May,May 2012,,
