SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos, SalaryBaseSalary , SalaryCompensation ,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Column2
CLB,Duka ,Dilaver ,Dilaver  Duka ,M , $80Ê000.00 , $213Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
SEA,Zakuani ,Steve ,Steve  Zakuani ,F , $80Ê000.00 , $178Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
SJE,Opara ,Ike ,Ike  Opara ,D , $80Ê000.00 , $165Ê900.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Kinney,Steven,Steven Kinney,D, $46Ê500.00 , $46Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
LAG,Gonzalez ,Omar ,Omar  Gonzalez ,D , $80Ê000.00 , $157Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
TFC,Frei ,Stefan ,Stefan  Frei ,GK , $80Ê000.00 , $135Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
NYRB,Lindpere ,Joel ,Joel  Lindpere ,M , $80Ê000.00 , $115Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
NE,Dube ,Mkhokheli ,Mkhokheli  Dube ,F , $80Ê000.00 , $89Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
CHV,Romero ,Osael ,Osael  Romero ,M , $80Ê000.00 , $85Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Kinney ,Steven ,Steven  Kinney ,D , $44Ê100.00 , $44Ê100.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Petke ,Mike ,Mike  Petke ,D , $80Ê000.00 , $80Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
LAG,Kirovski ,Jovan ,Jovan  Kirovski ,F , $80Ê000.00 , $80Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Wolyniec ,John ,John  Wolyniec ,F , $80Ê000.00 , $80Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
FCD,Cooper ,Kenny ,Kenny  Cooper ,F , $80Ê000.00 , $83Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Burciaga ,Jose ,Jose  Burciaga ,D , $80Ê000.00 , $82Ê500.00 ,"July 10, 2008",2008,July,July 2008,,
CHI,Kinney ,Steven ,Steven  Kinney ,D , $44Ê100.00 , $44Ê100.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Echeverry ,Oscar ,Oscar  Echeverry ,F , $80Ê000.00 , $80Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
RSL,Olave ,Jamison ,Jamison  Olave ,D , $80Ê000.00 , $80Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
RSL,Williams ,Andy ,Andy  Williams ,M , $80Ê000.00 , $80Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Cooper ,Kenny ,Kenny  Cooper ,F , $80Ê000.00 , $83Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Mina ,Roberto ,Roberto  Mina ,F , $80Ê000.00 , $80Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
LAG,Gordon ,Alan ,Alan  Gordon ,F , $79Ê754.00 , $79Ê754.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Galindo ,Maykel ,Maykel  Galindo ,F , $79Ê750.00 , $79Ê750.00 ,"July 10, 2008",2008,July,July 2008,,
CHV,Harmse ,Kevin ,Kevin  Harmse ,D-M , $79Ê200.00 , $79Ê200.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Burch ,Marc ,Marc  Burch ,D , $79Ê000.00 , $81Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
NYCFC,Meara,Ryan,Ryan Meara,GK, $71Ê663.00 , $72Ê913.00 ,"September 15, 2015",2015,September,September 2015,,
SEA,Mears,Tyrone,Tyrone Mears,D, $165Ê000.00 , $174Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
RSL,Campos ,Pablo ,Pablo  Campos ,F , $78Ê750.00 , $83Ê597.00 ,"August 12, 2010",2010,August,August 2010,,
HOU,Carr ,Calen ,Calen  Carr ,F , $78Ê554.00 , $82Ê804.00 ,"January 10, 2012",2012,January,January 2012,,
HOU,Carr ,Calen ,Calen  Carr ,F , $78Ê554.00 , $82Ê804.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Carr ,Calen ,Calen  Carr ,F , $78Ê554.00 , $82Ê804.00 ,"May 15, 2012",2012,May,May 2012,,
SKC,Medranda,Jimmy,Jimmy Medranda,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SKC,Harrington ,Michael ,Michael  Harrington ,M-D , $78Ê516.00 , $97Ê266.00 ,"August 12, 2010",2010,August,August 2010,,
POR,Melano,Lucas,Lucas Melano,F, $799Ê992.00 , $799Ê992.00 ,"September 15, 2015",2015,September,September 2015,,
CHI,Kinney ,Steven ,Steven  Kinney ,D , $44Ê100.00 , $44Ê100.00 ,"May 15, 2012",2012,May,May 2012,,
CHI,Kinney ,Steven ,Steven  Kinney ,D , $42Ê000.00 , $42Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Kinney ,Steven ,Steven  Kinney ,D , $40Ê000.00 , $40Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
NE,Knighton,Brad,Brad Knighton,GK, $78Ê100.00 , $80Ê700.00 ,"September 15, 2014",2014,September,September 2014,,
NE,Knighton,Brad,Brad Knighton,GK, $78Ê100.00 , $80Ê700.00 ,"April 1, 2014",2014,April,April 2014,,
SJE,Bingham,David,David Bingham,GK, $78Ê100.00 , $122Ê475.00 ,"September 15, 2013",2013,September,September 2013,,
SJE,Bingham,David,David Bingham,GK, $78Ê100.00 , $122Ê475.00 ,"August 1, 2013",2013,August,August 2013,,
SJE,Bingham,David,David Bingham,GK, $78Ê100.00 , $122Ê475.00 ,"May 1, 2013",2013,May,May 2013,,
PHI,Fabinho,Fabinho,Fabinho,D, $78Ê000.00 , $82Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
LAG,Penedo,Jaime,Jaime Penedo,GK, $78Ê000.00 , $81Ê563.00 ,"September 15, 2013",2013,September,September 2013,,
PHI,Fabinho,Fabinho,Fabinho,D, $78Ê000.00 , $82Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
VAN,Harris ,Atiba ,Atiba  Harris ,M-F , $77Ê590.00 , $80Ê590.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Melia,Tim,Tim Melia,GK, $80Ê000.00 , $84Ê203.00 ,"September 15, 2015",2015,September,September 2015,,
RSL,Stephenson,Khari,Khari Stephenson,M, $77Ê500.00 , $81Ê958.00 ,"September 15, 2013",2013,September,September 2013,,
RSL,Stephenson,Khari,Khari Stephenson,M, $77Ê500.00 , $81Ê958.00 ,"August 1, 2013",2013,August,August 2013,,
RSL,Stephenson,Khari,Khari Stephenson,M, $77Ê500.00 , $81Ê958.00 ,"May 1, 2013",2013,May,May 2013,,
COL,Thompson ,Wells ,Wells  Thompson ,M , $77Ê500.00 , $85Ê625.00 ,"January 9, 2011",2011,January,January 2011,,
CHV,Bornstein ,Jonathan ,Jonathan  Bornstein ,D , $77Ê500.00 , $77Ê500.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Waibel ,Craig ,Craig  Waibel ,D , $77Ê009.00 , $77Ê009.00 ,"September 15, 2009",2009,September,September 2009,,
SKC,Zizzo,Sal,Sal Zizzo,F, $77Ê000.00 , $91Ê046.00 ,"September 15, 2014",2014,September,September 2014,,
SKC,Zizzo,Sal,Sal Zizzo,F, $77Ê000.00 , $91Ê046.00 ,"April 1, 2014",2014,April,April 2014,,
CLB,Gruenebaum ,Andy ,Andy  Gruenebaum ,GK , $77Ê000.00 , $78Ê667.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,Gruenebaum ,Andy ,Andy  Gruenebaum ,GK , $77Ê000.00 , $78Ê667.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,Gruenebaum ,Andy ,Andy  Gruenebaum ,GK , $77Ê000.00 , $78Ê667.00 ,"May 15, 2012",2012,May,May 2012,,
TFC,LaBrocca ,Nick ,Nick  LaBrocca ,M , $77Ê000.00 , $79Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
CLB,Hesmer ,William ,William  Hesmer ,GK , $77Ê000.00 , $77Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
SKC,Kronberg,Eric,Eric Kronberg,GK, $76Ê835.00 , $76Ê835.00 ,"September 15, 2013",2013,September,September 2013,,
SKC,Kronberg,Eric,Eric Kronberg,GK, $76Ê835.00 , $76Ê835.00 ,"August 1, 2013",2013,August,August 2013,,
SKC,Kronberg,Eric,Eric Kronberg,GK, $76Ê835.00 , $76Ê835.00 ,"May 1, 2013",2013,May,May 2013,,
POR,Zizzo,Sal,Sal Zizzo,F, $76Ê781.00 , $85Ê988.00 ,"September 15, 2013",2013,September,September 2013,,
POR,Zizzo,Sal,Sal Zizzo,F, $76Ê781.00 , $85Ê988.00 ,"August 1, 2013",2013,August,August 2013,,
POR,Zizzo,Sal,Sal Zizzo,F, $76Ê781.00 , $85Ê988.00 ,"May 1, 2013",2013,May,May 2013,,
CLB,Hendrickson ,Ezra ,Ezra  Hendrickson ,D-M , $76Ê650.00 , $77Ê900.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Soares ,AJ ,AJ  Soares ,D , $76Ê450.00 , $116Ê450.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Soares ,AJ ,AJ  Soares ,D , $76Ê450.00 , $116Ê450.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Soares ,AJ ,AJ  Soares ,D , $76Ê450.00 , $116Ê450.00 ,"May 15, 2012",2012,May,May 2012,,
COL,Prideaux ,Brandon ,Brandon  Prideaux ,D , $76Ê403.00 , $76Ê403.00 ,"July 31, 2007",2007,July,July 2007,,
RSL,Johnson ,Will ,Will  Johnson ,F , $76Ê320.00 , $89Ê891.00 ,"August 12, 2010",2010,August,August 2010,,
CLB,Miglioranzi ,Stefani ,Stefani  Miglioranzi ,M , $76Ê200.00 , $84Ê200.00 ,"July 10, 2008",2008,July,July 2008,,
CLB,Wahl,Tyson,Tyson Wahl,D, $76Ê000.00 , $80Ê667.00 ,"September 15, 2013",2013,September,September 2013,,
CLB,Wahl,Tyson,Tyson Wahl,D, $76Ê000.00 , $80Ê667.00 ,"August 1, 2013",2013,August,August 2013,,
CLB,Wahl,Tyson,Tyson Wahl,D, $76Ê000.00 , $80Ê667.00 ,"May 1, 2013",2013,May,May 2013,,
PHI,McInerney ,Jack ,Jack  McInerney ,F , $76Ê000.00 , $140Ê167.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Perk ,Brian ,Brian  Perk ,GK , $76Ê000.00 , $110Ê100.00 ,"January 10, 2012",2012,January,January 2012,,
PHI,McInerney ,Jack ,Jack  McInerney ,F , $76Ê000.00 , $140Ê167.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Perk ,Brian ,Brian  Perk ,GK , $76Ê000.00 , $110Ê100.00 ,"August 1, 2012",2012,August,August 2012,,
PHI,McInerney ,Jack ,Jack  McInerney ,F , $76Ê000.00 , $140Ê167.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Perk ,Brian ,Brian  Perk ,GK , $76Ê000.00 , $110Ê100.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Sutton ,Greg ,Greg  Sutton ,GK , $75Ê600.00 , $80Ê100.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Ianni ,Patrick ,Patrick  Ianni ,D , $75Ê600.00 , $75Ê600.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Krol ,Krzystof ,Krzystof  Krol ,D , $100Ê000.00 , $100Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
CLB,Oughton ,Duncan ,Duncan  Oughton ,D , $75Ê600.00 , $75Ê600.00 ,"July 10, 2008",2008,July,July 2008,,
PHI,Lahoud ,Michael ,Michael  Lahoud ,M , $75Ê196.00 , $84Ê571.00 ,"January 10, 2012",2012,January,January 2012,,
PHI,Lahoud ,Michael ,Michael  Lahoud ,M , $75Ê196.00 , $84Ê571.00 ,"August 1, 2012",2012,August,August 2012,,
PHI,Lahoud ,Michael ,Michael  Lahoud ,M , $75Ê196.00 , $84Ê571.00 ,"May 15, 2012",2012,May,May 2012,,
NYCFC,Mena,Jefferson,Jefferson Mena,D, $200Ê000.00 , $211Ê400.00 ,"September 15, 2015",2015,September,September 2015,,
LAG,Mendiola,Raul,Raul Mendiola,F, $60Ê000.00 , $60Ê400.00 ,"September 15, 2015",2015,September,September 2015,,
CLB,Meram,Justin,Justin Meram,F, $165Ê000.00 , $175Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SJE,Meredith,Bryan,Bryan Meredith,GK, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
LAG,Meyer,Tommy,Tommy Meyer,D, $60Ê000.00 , $73Ê750.00 ,"September 15, 2015",2015,September,September 2015,,
COL,Brown,Deshorn,Deshorn Brown,F, $75Ê000.00 , $123Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
FCD,Luccin,Peter,Peter Luccin,M, $75Ê000.00 , $114Ê333.00 ,"September 15, 2014",2014,September,September 2014,,
PHI,Blake,Andre,Andre Blake,GK, $75Ê000.00 , $113Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
POR,Tshuma,Schillo,Schillo Tshuma,F, $75Ê000.00 , $113Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
CHV,Zavaleta,Eriq,Eriq Zavaleta,F, $75Ê000.00 , $105Ê600.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,Henry,Doneil,Doneil Henry,D, $75Ê000.00 , $87Ê083.00 ,"September 15, 2014",2014,September,September 2014,,
COL,Irwin,Clint,Clint Irwin,GK, $75Ê000.00 , $87Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
PHI,Pfeffer,Zach,Zach Pfeffer,M, $75Ê000.00 , $85Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
COL,Klute,Chris,Chris Klute,D, $75Ê000.00 , $80Ê144.00 ,"September 15, 2014",2014,September,September 2014,,
NE,Davies,Charlie,Charlie Davies,F, $75Ê000.00 , $78Ê941.00 ,"September 15, 2014",2014,September,September 2014,,
CHV,Delgado,Marco,Marco Delgado,M, $75Ê000.00 , $77Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Paladini,Daniel,Daniel Paladini,M, $75Ê000.00 , $76Ê667.00 ,"September 15, 2014",2014,September,September 2014,,
VAN,Mezquida,Nicolas,Nicolas Mezquida,M-F, $80Ê000.00 , $80Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
CLB,Jimenez,Hector,Hector Jimenez,M, $75Ê000.00 , $75Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
SEA,Pappa,Marco,Marco Pappa,M, $75Ê000.00 , $75Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,Orr,Bradley,Bradley Orr,D, $75Ê000.00 , $75Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
COL,Brown,Deshorn,Deshorn Brown,F, $75Ê000.00 , $123Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
FCD,Luccin,Peter,Peter Luccin,M, $75Ê000.00 , $114Ê333.00 ,"April 1, 2014",2014,April,April 2014,,
PHI,Blake,Andre,Andre Blake,GK, $75Ê000.00 , $113Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
POR,Tshuma,Schillo,Schillo Tshuma,F, $75Ê000.00 , $113Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
CHV,Zavaleta,Eriq,Eriq Zavaleta,F, $75Ê000.00 , $105Ê600.00 ,"April 1, 2014",2014,April,April 2014,,
TFC,Henry,Doneil,Doneil Henry,D, $75Ê000.00 , $87Ê083.00 ,"April 1, 2014",2014,April,April 2014,,
COL,Irwin,Clint,Clint Irwin,GK, $75Ê000.00 , $87Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
PHI,Pfeffer,Zach,Zach Pfeffer,M, $75Ê000.00 , $85Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
COL,Klute,Chris,Chris Klute,D, $75Ê000.00 , $80Ê144.00 ,"April 1, 2014",2014,April,April 2014,,
NE,Davies,Charlie,Charlie Davies,F, $75Ê000.00 , $78Ê941.00 ,"April 1, 2014",2014,April,April 2014,,
CHV,Delgado,Marco,Marco Delgado,M, $75Ê000.00 , $77Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
CLB,Paladini,Daniel,Daniel Paladini,M, $75Ê000.00 , $76Ê667.00 ,"April 1, 2014",2014,April,April 2014,,
CHI,Larentowicz,Jeff,Jeff Larentowicz,D, $245Ê000.00 , $251Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Jimenez,Hector,Hector Jimenez,M, $75Ê000.00 , $75Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Pappa,Marco,Marco Pappa,M, $75Ê000.00 , $75Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
TFC,Orr,Bradley,Bradley Orr,D, $75Ê000.00 , $75Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
FCD,Zimmerman,Walker,Walker Zimmerman,D, $75Ê000.00 , $155Ê100.00 ,"September 15, 2013",2013,September,September 2013,,
SKC,Lopez,Mikey,Mikey Lopez,M, $75Ê000.00 , $147Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
NE,Goncalves,Jose,Jose Goncalves,D, $75Ê000.00 , $104Ê375.00 ,"September 15, 2013",2013,September,September 2013,,
SKC,Sapong,CJ,CJ Sapong,F, $75Ê000.00 , $92Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
DC,White,Ethan,Ethan White,D, $75Ê000.00 , $91Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Hamid,Bill,Bill Hamid,GK, $75Ê000.00 , $89Ê750.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Shanosky,Conor,Conor Shanosky,D, $75Ê000.00 , $89Ê219.00 ,"September 15, 2013",2013,September,September 2013,,
NYRB,Robles,Luis,Luis Robles,GK, $75Ê000.00 , $77Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
COL,Rivero,Martin,Martin Rivero,M, $75Ê000.00 , $75Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Ruiz,Carlos,Carlos Ruiz,F, $75Ê000.00 , $75Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
MTL,Rivas,Nelson,Nelson Rivas,D, $75Ê000.00 , $75Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
PHI,Albright,Chris,Chris Albright,D, $75Ê000.00 , $75Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SEA,Burch,Marc,Marc Burch,D, $75Ê000.00 , $75Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
FCD,Zimmerman,Walker,Walker Zimmerman,D, $75Ê000.00 , $155Ê100.00 ,"August 1, 2013",2013,August,August 2013,,
SKC,Lopez,Mikey,Mikey Lopez,M, $75Ê000.00 , $147Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
NE,Goncalves,Jose,Jose Goncalves,D, $75Ê000.00 , $104Ê375.00 ,"August 1, 2013",2013,August,August 2013,,
SKC,Sapong,CJ,CJ Sapong,F, $75Ê000.00 , $92Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
DC,White,Ethan,Ethan White,D, $75Ê000.00 , $91Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Hamid,Bill,Bill Hamid,GK, $75Ê000.00 , $89Ê750.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Shanosky,Conor,Conor Shanosky,D, $75Ê000.00 , $89Ê219.00 ,"August 1, 2013",2013,August,August 2013,,
NYRB,Robles,Luis,Luis Robles,GK, $75Ê000.00 , $77Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
COL,Rivero,Martin,Martin Rivero,M, $75Ê000.00 , $75Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Ruiz,Carlos,Carlos Ruiz,F, $75Ê000.00 , $75Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
MTL,Rivas,Nelson,Nelson Rivas,D, $75Ê000.00 , $75Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
PHI,Albright,Chris,Chris Albright,D, $75Ê000.00 , $75Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
SEA,Burch,Marc,Marc Burch,D, $75Ê000.00 , $75Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
FCD,Zimmerman,Walker,Walker Zimmerman,D, $75Ê000.00 , $155Ê100.00 ,"May 1, 2013",2013,May,May 2013,,
SKC,Lopez,Mikey,Mikey Lopez,M, $75Ê000.00 , $147Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
NE,Goncalves,Jose,Jose Goncalves,D, $75Ê000.00 , $104Ê375.00 ,"May 1, 2013",2013,May,May 2013,,
SKC,Sapong,CJ,CJ Sapong,F, $75Ê000.00 , $92Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
DC,White,Ethan,Ethan White,D, $75Ê000.00 , $91Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Hamid,Bill,Bill Hamid,GK, $75Ê000.00 , $89Ê750.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Shanosky,Conor,Conor Shanosky,D, $75Ê000.00 , $89Ê219.00 ,"May 1, 2013",2013,May,May 2013,,
NYRB,Steele,Jonny,Jonny Steele,M, $75Ê000.00 , $79Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
NYRB,Robles,Luis,Luis Robles,GK, $75Ê000.00 , $77Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
COL,Rivero,Martin,Martin Rivero,M, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Ruiz,Carlos,Carlos Ruiz,F, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Russell,Robbie,Robbie Russell,D-M, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
MTL,Rivas,Nelson,Nelson Rivas,D, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
PHI,Albright,Chris,Chris Albright,D, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
SEA,Burch,Marc,Marc Burch,D, $75Ê000.00 , $75Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
NE,Rowe ,Kelyn ,Kelyn  Rowe ,M , $75Ê000.00 , $156Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Hertzog ,Corey ,Corey  Hertzog ,F , $75Ê000.00 , $103Ê500.00 ,"January 10, 2012",2012,January,January 2012,,
POR,Mosquera ,Hanyer ,Hanyer  Mosquera ,D , $75Ê000.00 , $97Ê500.00 ,"January 10, 2012",2012,January,January 2012,,
DC,Chabala ,Michael ,Michael  Chabala ,M , $75Ê000.00 , $83Ê333.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Simms ,Clyde ,Clyde  Simms ,M , $75Ê000.00 , $78Ê333.00 ,"January 10, 2012",2012,January,January 2012,,
FCD,Hernandez ,Daniel ,Daniel  Hernandez ,M-D , $75Ê000.00 , $75Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
FCD,Seitz ,Chris ,Chris  Seitz ,GK , $75Ê000.00 , $75Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
MTL,Camara ,Hassoun ,Hassoun  Camara ,D/M , $75Ê000.00 , $75Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Rowe ,Kelyn ,Kelyn  Rowe ,M , $75Ê000.00 , $156Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Hertzog ,Corey ,Corey  Hertzog ,F , $75Ê000.00 , $103Ê500.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Mosquera ,Hanyer ,Hanyer  Mosquera ,D , $75Ê000.00 , $97Ê500.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Chabala ,Michael ,Michael  Chabala ,M , $75Ê000.00 , $83Ê333.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Simms ,Clyde ,Clyde  Simms ,M , $75Ê000.00 , $78Ê333.00 ,"August 1, 2012",2012,August,August 2012,,
FCD,Hernandez ,Daniel ,Daniel  Hernandez ,M-D , $75Ê000.00 , $75Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
FCD,Seitz ,Chris ,Chris  Seitz ,GK , $75Ê000.00 , $75Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
MTL,Camara ,Hassoun ,Hassoun  Camara ,D/M , $75Ê000.00 , $75Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Rowe ,Kelyn ,Kelyn  Rowe ,M , $75Ê000.00 , $156Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Hertzog ,Corey ,Corey  Hertzog ,F , $75Ê000.00 , $103Ê500.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Mosquera ,Hanyer ,Hanyer  Mosquera ,D , $75Ê000.00 , $97Ê500.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Chabala ,Michael ,Michael  Chabala ,M , $75Ê000.00 , $83Ê333.00 ,"May 15, 2012",2012,May,May 2012,,
NE,Simms ,Clyde ,Clyde  Simms ,M , $75Ê000.00 , $78Ê333.00 ,"May 15, 2012",2012,May,May 2012,,
FCD,Hernandez ,Daniel ,Daniel  Hernandez ,M-D , $75Ê000.00 , $75Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
FCD,Seitz ,Chris ,Chris  Seitz ,GK , $75Ê000.00 , $75Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Cristman ,Adam ,Adam  Cristman ,F , $75Ê000.00 , $75Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
MTL,Camara ,Hassoun ,Hassoun  Camara ,D/M , $75Ê000.00 , $75Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Araujo Jr. ,Paulo ,Paulo  Araujo Jr. ,F , $75Ê000.00 , $75Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
FCD,Wiedeman ,Andrew ,Andrew  Wiedeman ,F , $75Ê000.00 , $118Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Larentowicz,Jeff,Jeff Larentowicz,D, $245Ê000.00 , $251Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
CHV,Bowen ,Tristan ,Tristan  Bowen ,F , $75Ê000.00 , $106Ê364.00 ,"January 9, 2011",2011,January,January 2011,,
HOU,Watson ,Je-Vaughn ,Je-Vaughn  Watson ,M , $75Ê000.00 , $91Ê875.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,Eckersley ,Richard ,Richard  Eckersley ,D , $75Ê000.00 , $90Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
POR,Palmer ,Lovel ,Lovel  Palmer ,M , $75Ê000.00 , $86Ê250.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,Gjertsen ,Joey ,Joey  Gjertsen ,M , $75Ê000.00 , $83Ê625.00 ,"January 9, 2011",2011,January,January 2011,,
VAN,Koffie ,Gershon ,Gershon  Koffie ,M , $75Ê000.00 , $79Ê764.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Larentowicz,Jeff,Jeff Larentowicz,D, $225Ê000.00 , $231Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
CHV,Elliot ,Simon ,Simon  Elliot ,M , $75Ê000.00 , $79Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
